,review,target
7380,"As stated in my review title, they're amazing! they're incredibly well made, have just the right amount of stretch, and are so flattering. i think the boot cut makes them look like pants rather than leggings. they can definitively be worn to work, or at least where i work, where the dress code is business casual. my only issue is the length, which being at 5'3 isn't surprising. they're about 3 inches too long. i'm a size 8-10 and got the large. i couldn't recommend these enough",1
7381,"I ordered this dress online in order to get a petite size and am very disappointed. as other reviewers have mentioned, the fabric overlay is very different in person than it appears in the online pictures. the dress is much more casual and looks cheaply made in person. 
as for sizing, i ordered the 2p based on other reviewers' comments about it running small. the 2p fit me fine, although it was very fitted in the chest and i am very small chested #32b#. i can definitely see that being an issue",0
7382,I ordered the large since the med wasn't available and it didn't complement my figure because it was too loose all over. i like the design detail with off-center buttons and the fabric is a nice quality.,0
7383,"I bought the sweater in nude, and it fits perfectly. it is so much better than a standard cardigan- it has beautiful details. its drapes so well across your body, and it longer in the front than the back which makes it hang beautifully. i wear this to work, but would definitely wear this on the weekends for more casual outfits- its very versatile.",1
7384,"This dress arrived today, and it is both flattering and comfortable. i am just a smidge under 5'4"", and i ordered a regular xs. in the front, it hit me about 3"" above the knee. it is office appropriate for a business casual environment. the red was deeper in color than i expected (it seemed a little ""brighter"" on my monitor), but this is no problem for me; it is still a great color. i tried it with clogs, knee boots and ankle boots - all really cute. and, as and added bonus, it looks good with b",1
7385,"Love the swing-style boxy fit. versatile - works well over jeans or any pants and top. like the coated linen (or cotton?) look. serves much the same purpose as any light weight or denim jacket - good to wear over a top to complete an outfit or as an extra thin layer but not a substantial outdoor jacket. really quite cute. fairly tts but if between sizes, size down.",1
7386,"I love the idea of this top, but wish there wasn't so much fabric. i am wearing a medium in the photos and for reference my measurements are 38-30-40.",0
7387,"The wash is just as pictured, and the fit is great, i actually got a 29 when i usually wear a 28 but when i wear a belt with them they hug the waist perfectly. im always on the search from 28"" length however these jeans are a 30"" and still look excellent if i roll them up once.",1
7388,"I agree with one of the reviewers that the armholes on this dress are big; however, the garment is tight around my chest area (even though i am not chesty) and lays next to my body perfectly so this is not problematic. i don't feel like they are gaping holes, there is just more area there than i would be used to. i like the fabric this is made out of. it is not quite as soft as i had hoped, but it is comfortable. i would say it is a medium weight-a little more than i was expecting. the flare is",1
7389,"I was excited to receive this dress because it seemed like a beautiful, breezy dress for summer. unfortunately i didn't find the fit to be very flattering. as two other reviewers mentioned there is too much fabric creating an odd bunching especially at the back waistline. i also found the dress to be a little tight across the bustline, upper arms and shoulders. the bunching can be improved by pulling the fabric of the dress forward in the front but this creates more of a plunging neckline than i",0
7390,"Such a cute skirt- but impossible to get on. ordered in an xs (i have a 25/26 waist) but could barely get it past my knees to step into. if you have any hips at all, unfortunately this skirt won't work. i was tempted to size up but once i got it on it fit great in the waist and already had too much material to size up to a small.",0
7391,"Love tiny. i am 5'7"", 125-128 lbs depending on the day, and a 34a. i also have a very long torso, and tiny shirts are one of the few brands that are usually long enough for me. this one, however, was a huge miss. i ordered online in my usual tiny xs. it was much too big around and felt shorter in the front than stated, so it looked boxy on me. however, the worst part was the placket. the description doesn't note that it's held together with a tiny snap. that snap takes nothing to undo, and then",0
7392,"Love this black and white dress. the bottom art print is so nice, i am a sucker for flowers, i also love the cut of it, teh tiered hem is very flatering, not too much amterial. the upper part covers a normal bra, and the whole dress is super flowey, substantial amterial, and stretchy (for those days where you ingest more than itnended). flattering cut (waist being the aame apttern as the bottom, gives it a nice shape). i can't say anything bad about this. 

regular xs fit me but i would ahve t",1
7393,"This top was originally way overpriced. so i ordered it on sale for half price. still overpriced. it arrived yesterday and frankly i am disappointed. the quality is not great. it is like a jersey type material. doesn't look like the photograph at all. i like the color, but frankly, that's about it.",0
7394,"I am a 32dd, 5'4'' and 125lbs and this top was way too baggy. it looked awful. this is shapeless and oversized. i would size down or just pass.",0
7395,"Several reviews have stated this dress is embroidered with a popsicles. it is not embroidered, but an attractive popsicle print. i usually wear a 2p and after reading review ordered an 8p. a bit roomy in waist, but with tie at waist it works. length great, but arm holes large. will have altered as this fit/flare shirtwaist dress is so flattering.",1
7396,"This jacket looks like such the statement piece online with the soft focus lens, but in reality...meh. i think the pattern is gorgeous and would have worked without the studs. and the studs are unique and would have worked on a simple solid color. but put them together and you have the unwanted love child of a laura ashley bag and a marching band jacket. to me, it all felt more cloying than clever.

the quilted fabric and boxy cut of the jacket also makes it unwieldy and uncomfortable. since i",0
7397,"It is a very pretty bra. light weight and beautiful lace. however, i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight, perhaps that might help with the fit?",1
7398,"I loved this tunic the first time i wore it. i ordered it in the red and it was very flattering on my post-pregnancy figure and extremely cute with leggings and boots - just what i wanted. it fit true to size, even with a few extra pounds around the chest area. imagine my horror when i pulled it out of the wash - having followed the directions on the tag exactly - and discovered it had shrunk and no longer fit properly. in particular the sleeves became incredibly, uncomfortably tight and much sh",0
7399,"Bought this in dark grey, which has a lovely bluish hue. the fabric is soft & comfy and it has great lines for a knit fabric. very flattering! the sleeves are nice and long.",1
7400,"I like this top but unfortunately i will be returning. it's way too long. the color is pretty as is the design minus the length. it makes it look frumpy. maybe if they offered it in petite or if you're taller, it would work for you.",0
7401,"I ordered the red motif in size xl. for me, the fit matches the model so i think it's true-to-size. the only larger area on me is for the armholes. i use a cami so my bra won't show when raising my arms. since it's made of rayon/spandex and is a longer length, it's a little clingy along my hipline for my pear-shape. but, overall, it's so soft and comfortable. the colors in the floral pattern are beautiful. prettier in person. there's no problem with pattern placement either. a great top for summ",1
7402,"They look nice on the page, but they didn't work on my body. made me look big and boxy. maybe if you're super-skinny, they'll be fine.",0
7403,Way too long...the sizing is incredibly off on this product. order a size or two down.,0
7404,"Great fit, wonderfully made, and priced just right.",1
7405,"I loved this dress from the moment i saw it! i ordered it immediately, after reading the reviews, and felt confident in my dress size choice...but when it arrived it was big! i am 5'7"" 140lbs with an athletic build and i usually wear a 6 or 8 in dresses, so usually a small but sometimes a medium...because if this ""in between"" that i am, i ordered a small...and it was really too big. so sad...incalled a bunch of stores to try and find an xs but they are sold out everywhere.
style is fun and flir",1
7406,"I was hoping this dress was a bit thicker, but when i tried it on the fabric was very thin and sheer. because of the body skimming design, this dress likely won't work on many without some serious spanx or body trimming hosiery. if you work out and are very fit, you might like it, but i don't so i'm not that brave! lol",0
7407,"I was really excited to get this top in the mail; unlike other reviewers, i didn't find that the top fit small, but i thought that the tight fit across the shoulders and chest didn't look good with the billow-y torso of the top. i think this top would be flattering on really thin girls, but i'm very tall and broad shouldered, so it didn't look as good on me.",0
7408,"This runs very short. i had to size up so i could wear as a dress. still too short to wear to work with a cardi but adorable to wear to daytime summer events and date nights with hubby. i am 5'6"". length may work better for shorter women. love the style and fabric. very feminine, float and easy to wear with sandals on a hot summer day.",1
7409,"I liked the colors of this dress and the material was fine, but i could not tell from the pictures that the seams at the waist are atypical and frankly unflattering. they are scalloped at the hips, so it looks horrible if you have any hips at all.",0
7410,I loved the color of these but they bagged out with just one wear. they are going back to store.,0
7411,"This dress is so so cute. i ordered an xs and it was a bit longer in person than pictured but that's an easy enough fix since i know a good tailor. the problem is that the dress isn't lined. it's made of thin, see-through cotton so it leaves nothing to the imagination. for the price of this dress i would have expected it to be suited for more than just a bathing suit cover-up. without a slip underneath it (if you can find a strapless one) it is unwearable in most social settings. it's such a sha",0
7412,Just got this shirt in the mail and i am absolutely in love! i paired it with jeans and brown boots and got so many compliments. the shirt is light and flowy. it very flattering for any body shape.,1
7413,"I wanted this dress in wine for a holiday party. but it just has no life whatsoever. unlike prior reviewer, i found nothing to dislike about the fabric. the fabric is fine and the fit is fine. i'm sometimes an 8 and sometimes a 6; took this in an 8 and definitely would not size down. it's relatively close- and well-fitting, but the sleeves and neckline further ruined it for me. the sleeves are shapeless, long and baggy. the neckline is just blah. it needs to be neater, trimmer, more cut. the ruc",0
7414,"I love this sweater. i purchased it in the red/berry color. it is so incredibly soft and cozy and the fit is fantastic! it hugs my curves in all the right places! i purchased it without even looking at the care instructions. but, after reading a couple of reviews here, i opted to wash on delicate and line dry. it came out perfectly!",1
7415,"The review above titled ""so disappointed"" couldn't have said it any better. the dresses from last year are perfect. i probably wear them at least once a week. i was so excited to see this vibrant blue color and fully expected the same quality as last year. i'm generally an xs or s in dresses (however i have xxs from last year's version), and the xs in this one is lifeless. it's heavy, hot, doesn't have the same nice shape as last year. i may cut out the integrated lining just to lighten the dres",0
7416,"The color of this is beautiful. i'm 5'8"" and had to order the s because they were out of the m, so it's not as dramatically long on me as on the model, but otherwise fit - sleeves a little shorter too. the m would have been better. but it is a little scratchy wherever it touches my skin, so it's not worth the $$$ to me. going back :(",1
7417,"I ordered this vest in xxs, since i am usually an xs and was looking for a bit of a tighter fit on such a loose vest. even then, the vest looked like a large. not only was it incredibly loose - much looser than in looks in the picture - but the arm holes were huge too. it just looked too big, not artfully drapey.",0
7418,"I was so looking forward to receiving this in the mail! when it arrived, i was very disappointed. the color is more mauve than dusty pink, and the fabric is stiff and wrinkled.....not at all what i expect velvet to be (flowy and soft). the fabric seems very cheap for the price point.  i usually like floreat, but this one is headed right back to the store!",0
7419,Had to take a needle and pull threads to the back so not visible and i see this as an ongoing problem.,1
7420,Beautiful dress but i had to returned because the size large was a little big,1
7421,My usual size was a bit large and baggy in most areas but the bust was sooo soo small. the button popped and i had barely moved. do not recommend this one for anyone with a bust. the detailing is very pretty though for someone that can make this work.,0
7422,"In the photo of the dress, you might have a hard time telling that the top half of the dress is the ""lace"" part, and is a stretchy knit fabric, while the bottom half is polyester and not stretchy at all.
fyi: 36c (34d), short waist, broad shoulders/back, usually a 10/12 in a fitted top/dress
the navy lace of the top, as i said, is knit. therefore it was too stretchy, and the straps actually were already too long. it was so loose, that i needed the smaller size in the top half of the dress (10).",1
7423,"I ordered a size large, however as a large, my chest is large as well. this nighty barley covered me (in the chest region). the rest of the body fit well.",0
7424,"Wow! i had been looking at these shorts online...then found only one pair left at my store in a size four--a size i can sometimes squeeze into...luckily, these really do run a full size larger without being snug/too tight...$19.95 with 40% off!!!???? yes please,  cannot wait to wear them next summer! and p.s. per above reviewer, you do need need to cut the cross strings at the pleats--they are just meant to keep the shorts nicely pressed/flat in the store, then you are on your own!",1
7425,"I wish i had read the other reviews before purchasing this product. label says that you can wash and dry normally. however, upon washing, the outer layer shrunk and the inner lining did not. the robe will now not lay flat; the fabric pulls at the edges, and results in the inner lining being revealed when the robe is tied shut. extremely disappointed. for a $100 garment, i expected much more. i wish i could return this.",0
7426,"This dress is gorgeous, well made, lined, and tts. i get compliments each time i wear it and find it unique yet classy and appropriate for work. unlike some of the maeve tops i have purchased this year, it does not run big, and if you are banking on a little stretch, i would order the next size up. you won't be disappointed!",1
7427,Very cheap looking material. looks cheap to cost $158.,0
7428,I ordered this in sand and loved it so much when i received it that i went back and ordered it in black as well. it is very flattering and sexy!,1
7429,"Great fit! no bagging and sagging and they fit true to size. very cute! for reference, i&#39;m 5&#39;2, 115 lbs and take a 26p. they look just like they do on the model. i highly recommend!",1
7430,I love the style the lightness and the fit ... but the fabric in the skirt just did not meet my expectations. this might be something to find at a mass retailer. i guess i simply prefer a natural fabric.,0
7431,"I have a little white dog who i'm convinced sheds hair just as fast as he can grow them. i'm constantly finding white hairs on all of my clothes and have to actively work to keep my pup from lovingly brushing his sweet little head against my favorite black leggings. this sweater is exactly like my puppy. shedding for days and long after the seasons have changed it's gorgeous and the fit is lovely, but unless you're prepared to carry a lint roller with you, i would pass this by. it's very soft an",0
7432,"I had my eye on this one for awhile and decided to buy it when it popped back on my wishlist. i can see why someone returned it. the sweater top hits at the worst possible spot and made me look ridiculous, like a mushroom top. from the side i saw the potential, but not enough to save it. probably one of the worst things i have ever purchased from retailer.",0
7433,"Great summer skirt, can be dressed up or down. the band top is weird, but you don't have to style it as pictured. i may get the top hemmed down the road.

i have a 32 waist and got a size large.",1
7434,"I ordered the romantic floral in s and xs to try on at home and just love the print! the fabric is so pretty and unique! others have mentioned how ""thin"" the fabric was but i thought it was pretty standard for a bikini/swimwear and had no complaints myself. there are removable cup liners so nothing can really show through the top. the sizing was tts and the xs fit me best. unfortunately this bikini will be returned because the fit is a little off. i love the thicker strap at the bottom of the ha",0
7435,"Unfortunately this dress ran very large on me (please no more vanity sizing!) and minimized what few curves i have. my store didn't have this in petite so i tried a regular xs - the neckline was low and there were at least 4 inches of space at the waist. it also flares out quite a bit, you can see this in the catalog shot. while this wasn't flattering on me, it may work better on curvier figures.",0
7436,"I likded this but tried it in two sizes and it was still too big in the armpit. my bra showed. i am about a d cup, smallish in other proportions (125, 5'6"") and no bra worked with this so that i wouldn't have to worry about my bra showing. nice fabric and drape. maybe good for someone who doesn't need a bra?",0
7437,"First, my husband had to help me zip up in this interesting but awkward design. the materials is nice, but stiff, so the skirt is quite full. the shoulder idea is interesting, but i would not want to spend an evening in it. to me, not up to the usual ms standard.",1
7438,"Loved my. mustard colored ones so much, i also bought the ligher green color. fit is wonderful- and very flattering. they can be dressed up or down. they look great with heals or booties!",1
7439,"This black dress with raised white embroidery is lovely and flattering. the fabric has a nice texture and is medium-weight cotton, and machine washable. the dress is unlined. it's a bit hard to get on and take off even though the buttons can be undone, which helps. there is a tie at the waist, drawstring-style. i only wish my store had the petite size, as i am wondering whether the xs that fit me in the store will still fit as an xs p.",1
7440,Very orange. the slits in the back are larger than pictured and not at the cutest part of anyone's anatomy... shorter in front and i have a short torso. the fabric is nice and lightweight.,0
7441,"Beautiful in white, and beautiful to look at, but as the other reviewer mentioned, the fabric is very sheer and see thru. not a deal breaker if worn over a cami; however, the reason i am returning it is the fit. there is too much fabric flaring right at my waist. it looks like a tent on me. in addition, some of the beading is already coming off, and i can't imagine what it will look like after one wash. that's too bad, but i can't justify paying this much money for a sweet top that is beautiful",0
7442,"I have a dress very like this from retailer's fall line.  i love it, so i decided to try this one. the fabric is thinner than the other dress, which is good for spring, but it also seemed not such a great quality. i also didn't care for the texture. if this doesn't bother you, the pattern is very cute and the style is flattering. it is cute with a blazer.",0
7443,Overall construction/craftmanship of skirt is poor- the dots were sewn in on the seam- some dots didn't lay flat on side by seam- looked like some dots were missing around the top part of skirt in back- ( very disappointed in the quality from retailer- my last 3 or so orders have been similar complaints with their items- sad!!!),0
7444,"I wanted to love this top- the pink color is wonderful and vibrant. however, like many tops lately, it is short waisted and ended up looking a bit boxy. i am 5'8 and found it about 1-2 inches too short.",0
7445,So despite reviewers saying this was too short i decided to try it anyways. the dress is adorable the print t g e pockets so cute but the description is incorrect. the petite falls 30 from shoulder which means it's right under your bum so you move anyway and someone gets a show. it's unfortunate because this dress is adorable. it would fit tts except length. unfortunately this one has to go back.,0
7446,"I was so excited for this dress.. but sadly it did not meet expectations. the gauze fabric already had several snags/pullers in it. the underslip was very short and just cleared my derriere.(i'm 5'7"") i normally take a 10/12 and ordered this in a l.. it was somewhat clingy in the hip area but yet bulky on top. also, i like to have the first button open, but you could then see the v neck of the underslip and it looked hokey. it's definitely a thicker material than the previous plaid tunic holding",0
7447,"I live in ny and bought his coat for the winter, thinking since it was made out of wool it would be warm. this coat is extremely thing, more like a spring/fall coat and therefore i don't think the price justifies the quality. i am going to return and consider repurchasing if it goes on sale. i also wish it had a button or way of keeping it closed rather than just hang loosely.",0
7448,"I really wanted to like his dress, but it was a big miss. big big miss. look at the way the skirt is attached to the dress in the photo. it goes up high on the sides leaving a short bodice. the sequined patterns hit right at my breasts, so it looked like glittery bra cups on the front. the back glittery pattern looked like bird wings on my back. it was far shorter than i expected. overall, it looked like i was desperately trying to be a sexy angel or fairy. bad bad bad.",0
7449,"This top is so pretty. i purchased the peach color. it does run large so you will need to size down. you do not need to wear a cami which is nice in the summer. it will look great with jeans, white jeans, shorts, dress it up or down. its not suppose to fit tight... love it!",1
7450,"I saw that there was metallic detail when i ordered it, but i wasn't prepared for the entire thing to be metallic. it fit tts, but wasn't what i was looking for.",0
7451,"I'm 5'5 and 130lbs and i was swimming in the small. the arms are very boxy, the sleeves too long, and and it just wasn't a flattering fit at all. the color and design on the front are both nice. the sweater is made in china and very, very itchy. i own wool sweaters and wear them with layers, but there was no way this was going to be comfortable. very disappointed, especially given the price, but perhaps that's why there are so many left at the end of the season and on sale. this one is going bac",0
7452,"This product is incredibly comfy and perfect for getting cozy however the sleeves were sort of loose and did not look cohesive with the grey. props on the draping though, that was lovely.",0
7453,Great boho chic top. a bit over - sized but soft and love the colors!,1
7454,Really pretty. not very itchy and a great sweater to dress up or down.,1
7455,"This top would be perfect if not for the large gap in the front where it wraps. the hook and loop just do not work to keep the top closed. love the pink color and the fit otherwise. i am almost always a medium but the small was perfect for me. for reference: 5'6"", 145 lbs, 34dd.",0
7456,"This is a pretty red dress. the back is beautiful. i ordered it online and was excited when it arrived. however, as soon as i took it out of the package, i saw that it had a snag on the front bodice. i also did not realize the dress material was not as heavy as i was hoping for it to be. given those two details, i decided to return it. maybe if it had arrived in perfect condition, i would have kept it. *sigh*",0
7457,"I am ever in search of a light, white, summer top. this is not quite it. there are two distinct layers, and each of them is the scratchy, starchy type of gauze. it would just roast me in the summer sun--but i run fairly hot in general.",0
7458,"This top was a big disappointment. i ordered two of the grey motif with the print of the forest animals in size 16. neither of them fit well, but one was cut much smaller than the other. i've had this problem with all of the numerically-sized buttondown style of maeve tops. i don't understand why in size 14 & 16, this keeps happening. that's why i purchase two of each. usually one fits and the other doesn't. this time, unfortunately, neither worked. they both were too tight in the arms/shoulders",0
7459,"So, so cute. totally flattering. but the seams don't lie flat and there are loose threads all over the place. i've had issues with quality from retailer for a while (random holes in things) and was disappointed this fit that bill. i'm keeping it anyway because it's so cute!",1
7460,This is my new favorite top! looks and fits as described.,1
7461,Very comfortable and cute. true to size. a look for three seasons.,1
7462,I love the look of this dress and the material - the problem is that when i tried it on the fit was a bit off. it seems that the arm holes hung down way too much and pulled the dress so it is uncomfortable to wear. i don't think i could have gone down or up a size to make this dress work. it is a shame because i really liked the look of it.,0
7463,"I love good, flowy blouses and like the over sized look, but this one didn't wow me. i thought the quality was just ok. it didn't flatter me. i almost liked it, but i didn't. i'm glad i tried it on, because looking at the pics online i thought i'd like it way more than i did. just not great.",0
7464,"I really wanted to like this dress. the color is perfect, the design and cut are cut (not always the case at retailer). however, the fabric quality was terrible - a shiny acrylic with cheap nylon lace. it looked like something from a discount store and had to go back.",0
7465,I wore this bodysuit once. it had a hole under the arm when i took it off,0
7466,"This shirt drapes beautifully. forgiving fabric in a beautiful taupe. it is a bit low cut, i wear a camisole underneath. true to size.",1
7467,"I have more of an athletic figure, and the sleeves tend to come in closer to the body than pictured. i didn't like that cut on my arms/torso. the shirt is really cute, otherwise! i am usually a size 4/small and this was a little short and snug.",0
7468,"Very well made, wonderful fabric. fit perfectly everywhere but the bust.",1
7469,"Love these jeans! so comfortable and the high waist is great for my long torso. these are real denim, not the thin stretchy legging type jeans. they fit true to size on me-  i am 5'4"" 120 pounds and i wear a 26. they were a little long so i chopped them off to hit just above the ankle",1
7470,"I had such high hopes for this dress, but unfortunately it misses the mark completely. the design is flawed in that you cannot raise your arms to shoulder length. for someone who is 5'3, 105lbs, the dress has no shape and looks like something from zoolander's derelict campaign. i think one must have a specific body type for this dress, but regardless, they'll have to keep their arms at their sides.",0
7471,Beautiful flattering blouse,1
7472,"Loved this top, but had to return it. the collar is gorgeous but terrible quality",0
7473,"I'm baffled why none of the other reviewers have mentioned how large these pants are. i ordered the petite small, and i'm always a small. these are huge. i felt like i had on a large. i like the thin material and color, and i'm sad that they are so large.",0
7474,"It's a t-shirt. a very cute print, nice cut, very soft--but a t-shirt. therefore, why is it almost $50???? tried it on in the store and loved it, but i just can't justify $50 for a t-shirt.

for those who will not be deterred by the price: i normally wear about an 8-10 dress size at retailer, and the medium fit well.",1
7475,"This is such a cute sweater! i wouldn't really call it a poncho since it has standard sweater sleeves. it has a wide circle hem which is very flattering. i would have loved this even more if it were available in other colors besides white.... red, black, or navy would have been perfect!",1
7476,"I wanted to like this and even considered getting it altered, but just decided to return. it runs big and from the front it looks good, but the back just looked like a big oversized, stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall, go for it!!",0
7477,The print and front ruffle are beautiful. the sleeves are awful and poorly represented in the picture of the model. it's almost like the sleeves have a life of their own - so mismatched with this style of blouse. such a beautiful print but so disappointing in shape.,0
7478,Not sure what to think! i had great plans for this dress,0
7479,"This dress has a beautiful shape. it was a onesie in a store (only one they had) and i'm glad i tried it on. usually i'm a 6 or 4. this is an 8, and it's a perfect fit. definitely size up at least one dress size. the knit shoulders are beautiful and the belt is slimming. i love the writing on it. it's a classic dress and it makes me feel beautiful and unique.",1
7480,"Great ""sweater/jacket for spring and fall! i am a pilates tea her and great for before and after workouts! great price and a little thicker material like a sweatshirt to keep you nice and warm. tried it in-store and bought on online ! love",1
7481,"I read all the reviews about the fabric being see through, but liked the dress enough to give it a shot. it is soooo see through. this trally could only be worn on a beach. very disappointed.",0
7482,I have several maeve dresses that fit really well. this was not the case with this dress. fabric and color are great! fit was off especially in top. worst part was zipper that wouldn't move smoothly. took me a good 15 minutes to get it unzipped. such a bummer!,0
7483,"I love these tights so much i almost want to buy another few pair and save them for when these wear out. the lining is like clouds on your calves. they're thick enough that you don't need to be totally covered by a tunic but slim enough that they don't add bulk. love, love them!",1
7484,"This skirt runs small because of the stitching around the hips. the waist fit fine but the hips were very snug, and i'm relatively slim in the hips.",0
7485,"I have been searching high and low for some good quality jeans. sadly i don't think these are it. i love the design and style of these jeans. great length, great cut, great color unfortunately in the 3 weeks that i have had them they are balling and looking like i've had them for 3 years. i'm so disappointed. and will have to continue on my search. apparently they don't make jeans like they used too?",0
7486,"I bought this for a wedding i will attend 10 months from now. when i saw this dress on sale, i just need to get it! it was simply gorgeous!!! it fitted so well. it makes one feel so special. i like the addition of the belt.",1
7487,"Loved the fit and colors, but the fabric is very thin and see-thru. i tried a nude cami underneath and the cami was completely visible. it did not look appropriate for anything that i wanted to wear the top to.",0
7488,This vest is awesome. it can take any dress/outfit and instantly make it more fancy and formal. the way it drapes is very forgiving and the back bow can be modified and switched out for different colors depending on outfit color. .,1
7489,"I bought this for an upcoming conference and was grateful that it shipped very promptly.

it runs quite large, in my opinion. i'm 5'7"" and about 130-135lbs. the small was huge on me in the chest and shoulders/arms. the stomach also wasn't very fitted. the material is thinner than i expected (you can see through the dress to some extent when you hold it up to the light), but i don't think this is a problem, necessarily. had it been thicker, it probably would be too warm. but you might need a slip",0
7490,"The color of the sweater is beautiful, but the fit was awful. it was too ""swingy"" and made me look like i gained 10lbs instantly, (i'm 5'1"", 108lbs). i will be unfortunately returning this item.",0
7491,"I really like this skirt. it is soft and the length is just right. i hate skirts that go below the knee. the only thing i don't care for is that there seems to be extra fabric in the back... maybe i should had ordered a size down. and the skirt does wrinkle easily. still, not enough reasons to send back. i have had many compliments at work.",1
7492,"This dress has great potential. i happen to have a longer torso so the fit was off. as a previous review stated, it's short waisted and a lot a skirt which i agree, the hem is also funky. i am still deciding if i want to keep it, but if i do, i plan on altering the skirt to be narrower and hemming it a bit shorter too. for reference, i'm 5'3"" and weigh 110 and i purchased a size 0.",1
7493,"The photo misrepresents how large this sweater is. it is giant! petite ladies stay away from this sweater. i ordered an xs and usually can manage to fit in a regular xs, but this just floored me. the neckline wouldn't even stay up on my upper body, it was that loose. also the width of the sweater does not at all hug the body as shows on the model. it is like a tent. i'm so bummed. the color blue is nice and the sweater is really soft. it's too bad it doesn't fit smaller women.",0
7494,This top is huge! i'm typically a size 2 or 4. i bought the 2 and its huge. it's wider than it is long. even if i sized down to a 0 it would still be too much fabric. i'm so disappointed! beautiful color and fabric but there's so much fabric. i love a flowy top but this one is way too much. :( i will be returning this top.,0
7495,"I absolutely love the look of this shirt with the built in layering piece. the overall garment is lightweight and not too heavy even with the added layer. however; this runs really large. in general, this brand runs large for me and i would say that if you are used to this brand, you can stick with your normal sizing for this brand. however; compared to other brands it runs very large. i think it would work fantastic for me in a different size. it is not at all fitting so it would be more like a",0
7496,"I have a holding horses dress similar to this one from about a year ago.  i loved the swinging fit without it looking like a maternity dress.   the fit and style of this dress is wonderful, it's the color that killed it for me.   i ordered the ""orange"" because i liked the photo on the model.  when the dress arrived in the mail, i could hardly take it out of the package and try it on.   the color is almost neon orange.   too much for this redhead.  hard to wear that bright neony color.  not sure",0
7497,"I decided to try this on just for fun because the colors and design are absolutely gorgeous. here are my thoughts:
_________________
pros:
- the jeweled neckline is lovely! it really helps set the dress apart.
- pockets!!! such an elegant dress to have pockets is a huge plus in my book. :)
- the length is ideal for taller folk.
- it swings beautifully on the body and flares out quite a bit on the bottom. if you're tall as i am, this won't be an issue.
- nicely conservative at the top.

cons:
- i",1
7498,"As the previous reviewer mentioned, the pockets ruin this dress. pockets, usually such a good idea! but here they're misplaced (right on the hips) and made of the same thick ponte fabric as the dress, so they stand out far from the body and completely ruin the line of the dress... not flattering to have huge gaping hip pockets. this makes an otherwise good dress a total loss.",0
7499,"I saw this online and then at the retailer store where i was able to try it on and was happily surprised.yes it is way oversized but if you size down it will work best. i have narrow hips and shoulders but a 34 dd bust, so fit is not always easy. because of my shape i normally wear a medium or small but had to size down to an xs petite in this. you may find, as i did, that it works dressed up or down. if i had bought a regular size, and were lots younger, it could have worked for a dress with tigh",1
7500,"Very cute and comfy dress. i'm 5'6"" and 117 pounds and the xs worked great. it is meant to fit big and comfy so don't expect a tailored dress. looks great with tights and boots and i love that you can turn it around to make it a cardigan!",1
7501,"I was so excited to splurge on a mara hoffman suit and was sorely disappointed when i received this suit in the mail. i'm petite and fairly curvy, so i knew it would likely be a little long in the torso but the whole suit was so oddly shaped, i couldn't imagine anyone it would fit. the square shape in between the halter pieces is awkward, and the pieces that are supposed to hold your chest are super wide and loose.",0
7502,"At 5'4"", i guess i am just too short to pull this dress off! the colors are so pretty for summer, but there is just too much fabric... i felt like i was wearing a giant doily! however, there is not a doubt in my mind that taller girls would look fabulous in this!",0
7503,"This is the most unflattering peplum top i have ever tried on. fit perfectly as a size 6 should in the arms, shoulder, chest... then the waist was huge! just hung off of me like a flour sack. it was wider than the chest measurements, which made me appear frumpy instead of tailored and classic. combine that with the high-low hemline and it looked like a project runway reject. sent back immediately, do not buy this if you have (or want to appear to have) an hourglass figure, it will do nothing for",0
7504,I saw this in the store and had to try it on. luckily i grabbed a couple sizes before heading to the dressing room since i thought it looked large but wanted to get the best look. i normally wear a large in most retailer items and if you want a really roomy look you could go for your normal size but i liked it a little more fitted and ended up getting a small. i plan to wear it over jeans or leggings. the delicate embroidery and details are so pretty. the stick out sides look a little funny but if,1
7505,"While this top has a lovely design, neckline and color the metalic threads made it too shimmery for me. i actually think it looks better in pictures than in person because of the metallic threads.",0
7506,"I bought this to wear to work, but i pictured it as being fancier than it is. the fabric is heavy, stiff sweatshirt material. i bought a small but probably would have been better off with an xs. despite this, it's long enough to be a dress on me, and it is comfortable and cute. it will be nice in the winter and could probably be dressed up some.",1
7507,"This dress is a nice twist on a luncheon/work dress. can pair with blazer or sweater, and it looks really cute with hair styled up - almost throwback.

zipper sometimes gets a little caught on the lace top, but overall i'm really happy with this dress!",1
7508,"Fun top, 5'4, 135 lbs and i ordered xs. it was too wide and boxy so exchanged for xxs and it fits great. i like the fun slant to the side. not tight on stomach which is great! :) great top.",1
7509,"These socks were so narrow, especially on top, that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow, i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",0
